DIA_SEMANA_t-7,LABORAL_t-7,FIN_DE_SEMANA_t-7,FESTIVO_t-7,PORCENTAJE.USO_t-7,NUMERO.CONEXIONES_t-7,USAGE.KB_t-7,DIA_SEMANA_t-6,LABORAL_t-6,FIN_DE_SEMANA_t-6,FESTIVO_t-6,PORCENTAJE.USO_t-6,NUMERO.CONEXIONES_t-6,USAGE.KB_t-6,DIA_SEMANA_t-5,LABORAL_t-5,FIN_DE_SEMANA_t-5,FESTIVO_t-5,PORCENTAJE.USO_t-5,NUMERO.CONEXIONES_t-5,USAGE.KB_t-5,DIA_SEMANA_t-4,LABORAL_t-4,FIN_DE_SEMANA_t-4,FESTIVO_t-4,PORCENTAJE.USO_t-4,NUMERO.CONEXIONES_t-4,USAGE.KB_t-4,DIA_SEMANA_t-3,LABORAL_t-3,FIN_DE_SEMANA_t-3,FESTIVO_t-3,PORCENTAJE.USO_t-3,NUMERO.CONEXIONES_t-3,USAGE.KB_t-3,DIA_SEMANA_t-2,LABORAL_t-2,FIN_DE_SEMANA_t-2,FESTIVO_t-2,PORCENTAJE.USO_t-2,NUMERO.CONEXIONES_t-2,USAGE.KB_t-2,DIA_SEMANA_t-1,LABORAL_t-1,FIN_DE_SEMANA_t-1,FESTIVO_t-1,PORCENTAJE.USO_t-1,NUMERO.CONEXIONES_t-1,USAGE.KB_t-1,DIA_SEMANA_t0,LABORAL_t0,FIN_DE_SEMANA_t0,FESTIVO_t0,PORCENTAJE.USO_t0,NUMERO.CONEXIONES_t0,target
0,0,0,1,,0.0701754385964912,0.3017506004707198,1,1,0,0,,-0.0467836257309941,0.794252289259033,2,1,0,0,-0.1945122888759464,-0.0701754385964912,0.776988158211793,3,1,0,0,22.580285381479325,0.0,0.6559142209413394,4,1,0,0,,0.2573099415204678,1.044671240857426,5,0,1,0,,0.0,0.8592233805738555,6,0,1,0,,0.7017543859649122,1.4757402085579547,0,0,0,1,14.1185789167152,0.1871345029239766,0.432472609288404
1,1,0,0,,-0.0467836257309941,0.794252289259033,2,1,0,0,-0.1945122888759464,-0.0701754385964912,0.776988158211793,3,1,0,0,22.580285381479325,0.0,0.6559142209413394,4,1,0,0,,0.2573099415204678,1.044671240857426,5,0,1,0,,0.0,0.8592233805738555,6,0,1,0,,0.7017543859649122,1.4757402085579547,0,0,0,1,14.1185789167152,0.1871345029239766,0.432472609288404,1,1,0,0,,-0.0701754385964912,-0.0796545533969128
2,1,0,0,-0.1945122888759464,-0.0701754385964912,0.776988158211793,3,1,0,0,22.580285381479325,0.0,0.6559142209413394,4,1,0,0,,0.2573099415204678,1.044671240857426,5,0,1,0,,0.0,0.8592233805738555,6,0,1,0,,0.7017543859649122,1.4757402085579547,0,0,0,1,14.1185789167152,0.1871345029239766,0.432472609288404,1,1,0,0,,-0.0701754385964912,-0.0796545533969128,2,1,0,0,,0.0,2.939027112169707
3,1,0,0,22.580285381479325,0.0,0.6559142209413394,4,1,0,0,,0.2573099415204678,1.044671240857426,5,0,1,0,,0.0,0.8592233805738555,6,0,1,0,,0.7017543859649122,1.4757402085579547,0,0,0,1,14.1185789167152,0.1871345029239766,0.432472609288404,1,1,0,0,,-0.0701754385964912,-0.0796545533969128,2,1,0,0,,0.0,2.939027112169707,3,1,0,0,,0.327485380116959,0.8429057908927051
4,1,0,0,,0.2573099415204678,1.044671240857426,5,0,1,0,,0.0,0.8592233805738555,6,0,1,0,,0.7017543859649122,1.4757402085579547,0,0,0,1,14.1185789167152,0.1871345029239766,0.432472609288404,1,1,0,0,,-0.0701754385964912,-0.0796545533969128,2,1,0,0,,0.0,2.939027112169707,3,1,0,0,,0.327485380116959,0.8429057908927051,4,1,0,0,,0.0935672514619883,0.5071145474480051
5,0,1,0,,0.0,0.8592233805738555,6,0,1,0,,0.7017543859649122,1.4757402085579547,0,0,0,1,14.1185789167152,0.1871345029239766,0.432472609288404,1,1,0,0,,-0.0701754385964912,-0.0796545533969128,2,1,0,0,,0.0,2.939027112169707,3,1,0,0,,0.327485380116959,0.8429057908927051,4,1,0,0,,0.0935672514619883,0.5071145474480051,5,0,1,0,,0.8187134502923976,1.5824789180458247
6,0,1,0,,0.7017543859649122,1.4757402085579547,0,0,0,1,14.1185789167152,0.1871345029239766,0.432472609288404,1,1,0,0,,-0.0701754385964912,-0.0796545533969128,2,1,0,0,,0.0,2.939027112169707,3,1,0,0,,0.327485380116959,0.8429057908927051,4,1,0,0,,0.0935672514619883,0.5071145474480051,5,0,1,0,,0.8187134502923976,1.5824789180458247,6,0,1,0,0.4507862550960978,0.1637426900584795,0.4169571655868898
0,0,0,1,14.1185789167152,0.1871345029239766,0.432472609288404,1,1,0,0,,-0.0701754385964912,-0.0796545533969128,2,1,0,0,,0.0,2.939027112169707,3,1,0,0,,0.327485380116959,0.8429057908927051,4,1,0,0,,0.0935672514619883,0.5071145474480051,5,0,1,0,,0.8187134502923976,1.5824789180458247,6,0,1,0,0.4507862550960978,0.1637426900584795,0.4169571655868898,0,1,0,0,,-0.0701754385964912,0.2362032941279361
1,1,0,0,,-0.0701754385964912,-0.0796545533969128,2,1,0,0,,0.0,2.939027112169707,3,1,0,0,,0.327485380116959,0.8429057908927051,4,1,0,0,,0.0935672514619883,0.5071145474480051,5,0,1,0,,0.8187134502923976,1.5824789180458247,6,0,1,0,0.4507862550960978,0.1637426900584795,0.4169571655868898,0,1,0,0,,-0.0701754385964912,0.2362032941279361,1,1,0,0,18.11764705882353,0.3508771929824561,1.460501712474623
2,1,0,0,,0.0,2.939027112169707,3,1,0,0,,0.327485380116959,0.8429057908927051,4,1,0,0,,0.0935672514619883,0.5071145474480051,5,0,1,0,,0.8187134502923976,1.5824789180458247,6,0,1,0,0.4507862550960978,0.1637426900584795,0.4169571655868898,0,1,0,0,,-0.0701754385964912,0.2362032941279361,1,1,0,0,18.11764705882353,0.3508771929824561,1.460501712474623,2,1,0,0,,0.1169590643274853,0.5027102604081971
3,1,0,0,,0.327485380116959,0.8429057908927051,4,1,0,0,,0.0935672514619883,0.5071145474480051,5,0,1,0,,0.8187134502923976,1.5824789180458247,6,0,1,0,0.4507862550960978,0.1637426900584795,0.4169571655868898,0,1,0,0,,-0.0701754385964912,0.2362032941279361,1,1,0,0,18.11764705882353,0.3508771929824561,1.460501712474623,2,1,0,0,,0.1169590643274853,0.5027102604081971,3,1,0,0,,0.2339181286549707,2.166023036757964
4,1,0,0,,0.0935672514619883,0.5071145474480051,5,0,1,0,,0.8187134502923976,1.5824789180458247,6,0,1,0,0.4507862550960978,0.1637426900584795,0.4169571655868898,0,1,0,0,,-0.0701754385964912,0.2362032941279361,1,1,0,0,18.11764705882353,0.3508771929824561,1.460501712474623,2,1,0,0,,0.1169590643274853,0.5027102604081971,3,1,0,0,,0.2339181286549707,2.166023036757964,4,1,0,0,-0.0193945835760046,0.3742690058479532,1.5758822808640582
5,0,1,0,,0.8187134502923976,1.5824789180458247,6,0,1,0,0.4507862550960978,0.1637426900584795,0.4169571655868898,0,1,0,0,,-0.0701754385964912,0.2362032941279361,1,1,0,0,18.11764705882353,0.3508771929824561,1.460501712474623,2,1,0,0,,0.1169590643274853,0.5027102604081971,3,1,0,0,,0.2339181286549707,2.166023036757964,4,1,0,0,-0.0193945835760046,0.3742690058479532,1.5758822808640582,5,0,1,0,,-0.023391812865497,0.5841524469096426
6,0,1,0,0.4507862550960978,0.1637426900584795,0.4169571655868898,0,1,0,0,,-0.0701754385964912,0.2362032941279361,1,1,0,0,18.11764705882353,0.3508771929824561,1.460501712474623,2,1,0,0,,0.1169590643274853,0.5027102604081971,3,1,0,0,,0.2339181286549707,2.166023036757964,4,1,0,0,-0.0193945835760046,0.3742690058479532,1.5758822808640582,5,0,1,0,,-0.023391812865497,0.5841524469096426,6,0,1,0,,0.2105263157894736,1.6295263056964209
0,1,0,0,,-0.0701754385964912,0.2362032941279361,1,1,0,0,18.11764705882353,0.3508771929824561,1.460501712474623,2,1,0,0,,0.1169590643274853,0.5027102604081971,3,1,0,0,,0.2339181286549707,2.166023036757964,4,1,0,0,-0.0193945835760046,0.3742690058479532,1.5758822808640582,5,0,1,0,,-0.023391812865497,0.5841524469096426,6,0,1,0,,0.2105263157894736,1.6295263056964209,0,1,0,0,,0.2105263157894736,1.1590619948154313
1,1,0,0,18.11764705882353,0.3508771929824561,1.460501712474623,2,1,0,0,,0.1169590643274853,0.5027102604081971,3,1,0,0,,0.2339181286549707,2.166023036757964,4,1,0,0,-0.0193945835760046,0.3742690058479532,1.5758822808640582,5,0,1,0,,-0.023391812865497,0.5841524469096426,6,0,1,0,,0.2105263157894736,1.6295263056964209,0,1,0,0,,0.2105263157894736,1.1590619948154313,1,1,0,0,,0.8187134502923976,18.808187582816675
2,1,0,0,,0.1169590643274853,0.5027102604081971,3,1,0,0,,0.2339181286549707,2.166023036757964,4,1,0,0,-0.0193945835760046,0.3742690058479532,1.5758822808640582,5,0,1,0,,-0.023391812865497,0.5841524469096426,6,0,1,0,,0.2105263157894736,1.6295263056964209,0,1,0,0,,0.2105263157894736,1.1590619948154313,1,1,0,0,,0.8187134502923976,18.808187582816675,2,1,0,0,,0.631578947368421,15.554982756822229
3,1,0,0,,0.2339181286549707,2.166023036757964,4,1,0,0,-0.0193945835760046,0.3742690058479532,1.5758822808640582,5,0,1,0,,-0.023391812865497,0.5841524469096426,6,0,1,0,,0.2105263157894736,1.6295263056964209,0,1,0,0,,0.2105263157894736,1.1590619948154313,1,1,0,0,,0.8187134502923976,18.808187582816675,2,1,0,0,,0.631578947368421,15.554982756822229,3,1,0,0,,0.4210526315789473,2.458118049833262
4,1,0,0,-0.0193945835760046,0.3742690058479532,1.5758822808640582,5,0,1,0,,-0.023391812865497,0.5841524469096426,6,0,1,0,,0.2105263157894736,1.6295263056964209,0,1,0,0,,0.2105263157894736,1.1590619948154313,1,1,0,0,,0.8187134502923976,18.808187582816675,2,1,0,0,,0.631578947368421,15.554982756822229,3,1,0,0,,0.4210526315789473,2.458118049833262,4,1,0,0,,0.3976608187134502,-0.1516923640348899
