FECHA.CONEXION,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE.USO,NUMERO.CONEXIONES,USAGE.KB
2024-01-01,0,0,0,1,2.4,23,21054
2024-01-02,1,1,0,0,716.0,27,6028134
2024-01-03,2,1,0,0,885.9,31,10735419
2024-01-04,3,1,0,0,779.6,33,8236558
2024-01-05,4,1,0,0,31.6,31,342642
2024-01-06,5,0,1,0,1.4,32,10861
2024-01-07,6,0,1,0,1.3,38,13165
2024-01-08,0,0,0,1,0.7,38,11632
2024-01-09,1,1,0,0,1.9,36,24906
2024-01-10,2,1,0,0,0.9,27,10890
2024-01-11,3,1,0,0,0.9,34,10191
2024-01-12,4,1,0,0,1.3,42,15177
2024-01-13,5,0,1,0,0.8,39,6885
2024-01-14,6,0,1,0,0.7,30,5747
2024-01-15,0,1,0,0,1.6,34,11365
2024-01-16,1,1,0,0,0.9,35,7459
2024-01-17,2,1,0,0,2.0,33,19983
2024-01-18,3,1,0,0,1.6,34,18639
2024-01-19,4,1,0,0,3.8,39,58611
2024-01-20,5,0,1,0,1.1,41,14533
2024-01-21,6,0,1,0,0.4,34,4691
2024-01-22,0,1,0,0,4.7,38,48864
2024-01-23,1,1,0,0,157.5,39,1700759
2024-01-24,2,1,0,0,130.1,33,1627316
2024-01-25,3,1,0,0,545.3,29,8151577
2024-01-26,4,1,0,0,74.3,46,1023821
2024-01-27,5,0,1,0,1.8,37,22038
2024-01-28,6,0,1,0,4.3,36,44281
2024-01-29,0,1,0,0,0.9,37,10705
2024-01-30,1,1,0,0,0.9,39,7832
2024-01-31,2,1,0,0,1.0,27,10956
2024-02-01,3,1,0,0,0.5,36,7069
2024-02-02,4,1,0,0,1.3,24,12059
2024-02-03,5,0,1,0,0.9,30,15468
2024-02-04,6,0,1,0,1.7,32,27382
2024-02-05,0,1,0,0,0.3,31,4912
2024-02-06,1,1,0,0,3.1,33,46729
2024-02-07,2,1,0,0,2.9,31,47137
2024-02-08,3,1,0,0,13.2,30,179281
2024-02-09,4,1,0,0,4.9,49,58781
2024-02-10,5,0,1,0,2.0,38,31735
2024-02-11,6,0,1,0,4.6,33,62351
2024-02-12,0,1,0,0,15.2,26,157158
2024-02-13,1,1,0,0,17.3,39,150055
2024-02-14,2,1,0,0,11.3,42,85359
2024-02-15,3,1,0,0,0.9,36,10675
2024-02-16,4,1,0,0,0.5,42,5231
2024-02-17,5,0,1,0,3.3,38,35282
2024-02-18,6,0,1,0,2.2,38,28750
2024-02-19,0,1,0,0,0.8,30,11040
2024-02-20,1,1,0,0,0.6,31,7892
2024-02-21,2,1,0,0,0.5,31,5797
2024-02-22,3,1,0,0,0.3,27,4957
2024-02-23,4,1,0,0,0.5,35,7506
2024-02-24,5,0,1,0,0.7,39,8839
2024-02-25,6,0,1,0,1.1,41,19507
2024-02-26,0,1,0,0,1.1,31,11912
2024-02-27,1,1,0,0,360.4,30,4187887
2024-02-28,2,1,0,0,139.7,18,2395047
2024-02-29,3,1,0,0,138.7,23,1098232
2024-03-01,4,1,0,0,235.0,27,2819869
2024-03-02,5,0,1,0,185.9,33,1913080
