FECHA.CONEXION,dia_semana,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE.USO,NUMERO.CONEXIONES,USAGE.KB
2024-01-01,0,0,0,1,777.8,57,2034605
2024-01-02,1,1,0,0,697.8,42,2267132
2024-01-03,2,1,0,0,1019.5,43,3714312
2024-01-04,3,1,0,0,521.7,32,2321396
2024-01-05,4,1,0,0,623.8,53,2398786
2024-01-06,5,0,1,0,3196.1,148,22038588
2024-01-07,6,0,1,0,1366.4,291,12024492
2024-01-08,0,0,0,1,709.7,93,2918985
2024-01-09,1,1,0,0,1095.3,38,2451551
2024-01-10,2,1,0,0,615.3,40,2260231
2024-01-11,3,1,0,0,814.6,51,2907682
2024-01-12,4,1,0,0,718.8,31,1511244
2024-01-13,5,0,1,0,596.7,65,1405939
2024-01-14,6,0,1,0,902.7,100,3419028
2024-01-15,0,1,0,0,78.0,54,239529
2024-01-16,1,1,0,0,41.6,37,139105
2024-01-17,2,1,0,0,524.4,48,1723236
2024-01-18,3,1,0,0,777.6,44,1879942
2024-01-19,4,1,0,0,414.7,40,923992
2024-01-20,5,0,1,0,720.4,89,1417267
2024-01-21,6,0,1,0,1.97,98,714100
2024-01-22,0,1,0,0,188.4,57,349844
2024-01-23,1,1,0,0,8.5,62,56953
2024-01-24,2,1,0,0,5.7,53,30065
2024-01-25,3,1,0,0,41.3,42,142895
2024-01-26,4,1,0,0,3.5,52,5669
2024-01-27,5,0,1,0,683.3,107,391456
2024-01-28,6,0,1,0,559.4,107,113295
2024-01-29,0,1,0,0,475.1,47,931809
2024-01-30,1,1,0,0,665.8,56,2249448
2024-01-31,2,1,0,0,1.12,60,281300
2024-02-01,3,1,0,0,612.6,58,1521216
2024-02-02,4,1,0,0,229.2,52,918545
2024-02-03,5,0,1,0,1528.8,75,2715129
2024-02-04,6,0,1,0,710.7,70,1621021
2024-02-05,0,1,0,0,946.2,55,1719204
2024-02-06,1,1,0,0,1773.4,72,3039489
2024-02-07,2,1,0,0,1378.1,58,3263071
2024-02-08,3,1,0,0,501.3,57,1591194
2024-02-09,4,1,0,0,564.2,72,1251086
2024-02-10,5,0,1,0,136.7,103,208594
2024-02-11,6,0,1,0,20.7,131,39214
2024-02-12,0,1,0,0,80.9,62,95400
2024-02-13,1,1,0,0,969.2,68,3740255
2024-02-14,2,1,0,0,346.0,64,1671231
2024-02-15,3,1,0,0,520.6,67,953437
2024-02-16,4,1,0,0,20.0,77,52369
2024-02-17,5,0,1,0,829.0,120,2155112
2024-02-18,6,0,1,0,1495.2,104,4739165
2024-02-19,0,1,0,0,406.3,67,1182019
2024-02-20,1,1,0,0,600.4,90,1387684
2024-02-21,2,1,0,0,4.9,74,7227
2024-02-22,3,1,0,0,46.1,83,33536
2024-02-23,4,1,0,0,20.2,82,32848
2024-02-24,5,0,1,0,7.1,96,18522
2024-02-25,6,0,1,0,10.1,110,16999
2024-02-26,0,1,0,0,85.2,68,12880
2024-02-27,1,1,0,0,182.9,67,4650
2024-02-28,2,1,0,0,530.1,63,5756
2024-02-29,3,1,0,0,850.0,85,6991
2024-03-01,4,1,0,0,384.9,80,4395
2024-03-02,5,0,1,0,2778.1,98,15980
2024-03-03,6,0,1,0,1996.9,118,16876
2024-03-04,0,1,0,0,928.6,68,7717
2024-03-05,1,1,0,0,8781.6,75,953231
2024-03-06,2,1,0,0,568.3,766,26506928
